gps_natural_travel,accelerometer_active,pressure_consistency,cell_tower_match,work_history_match,no_active_order,is_fraud
64.68,68.8,89.34,74.89,77.64,95.94,0
71.53,94.09,91.73,84.73,6.94,84.08,0
100.0,69.51,96.42,93.81,97.23,95.36,0
64.86,92.54,70.52,70.37,77.72,100.0,0
95.99,70.52,66.02,97.45,67.5,63.97,0
77.59,95.55,87.57,92.0,71.09,100.0,0
81.61,100.0,75.35,80.07,100.0,83.81,0
79.57,92.21,81.89,90.53,74.94,68.84,0
66.42,77.16,61.46,77.43,69.19,16.38,1
63.4,73.52,78.24,68.16,91.64,93.38,0
82.36,91.51,96.8,73.05,90.51,88.22,0
73.01,84.33,100.0,85.68,79.58,96.82,0
81.88,88.7,76.99,100.0,83.58,38.59,1
96.5,95.97,90.84,96.08,94.52,91.99,0
89.53,78.51,61.8,80.7,95.33,84.89,0
62.14,100.0,80.83,89.38,96.02,100.0,0
51.2,67.92,77.95,58.62,74.11,98.03,0
81.49,83.84,81.52,82.96,100.0,97.47,0
90.0,90.48,76.71,64.3,83.65,83.07,0
94.43,82.26,87.23,81.21,100.0,98.03,0
54.74,78.94,100.0,72.91,89.44,100.0,0
56.77,86.46,92.54,74.81,86.58,70.87,0
100.0,92.07,69.31,90.22,37.14,79.21,0
58.41,85.77,80.27,68.4,68.1,27.8,1
83.42,81.79,84.18,83.99,84.86,88.19,0
57.3,89.1,100.0,84.84,66.53,90.24,0
9.12,14.14,12.04,6.5,13.88,9.99,1
84.8,73.91,72.02,87.47,85.14,98.17,0
80.13,71.55,78.53,76.03,71.39,21.77,1
77.99,82.02,95.79,84.78,66.44,65.15,0
72.71,84.5,77.76,75.41,79.4,79.21,0
67.02,81.25,81.19,72.53,93.91,88.56,0
69.58,68.34,88.49,72.72,62.98,10.71,1
65.46,80.92,79.08,71.88,9.44,47.42,1
75.71,94.86,100.0,67.38,67.05,90.16,0
88.62,69.16,98.08,82.54,100.0,90.43,0
83.13,99.24,59.53,84.01,67.7,76.7,0
87.1,81.88,85.9,83.22,65.89,8.71,1
72.38,77.32,65.59,84.84,31.44,98.88,0
86.38,74.23,87.0,83.28,60.63,80.98,0
97.21,95.05,94.09,97.14,97.44,96.05,0
65.76,70.36,73.46,56.08,100.0,83.01,0
81.65,78.03,65.85,86.41,75.2,87.72,0
95.31,98.19,88.86,100.0,95.14,93.0,0
60.06,100.0,94.43,69.26,76.65,100.0,0
98.57,91.28,100.0,86.26,66.68,76.03,0
94.9,100.0,97.68,90.91,66.77,85.41,0
87.65,84.35,87.58,91.02,55.7,100.0,0
91.52,88.4,94.66,73.44,36.94,15.98,1
69.99,100.0,88.27,64.18,76.98,91.06,0
6.17,16.45,17.26,16.79,5.22,7.69,1
95.84,83.39,71.26,100.0,63.28,73.05,0
78.96,74.72,84.54,68.66,54.59,100.0,0
81.76,99.76,63.18,94.18,38.79,98.85,0
64.69,76.09,91.06,80.78,23.83,87.31,0
93.21,83.55,84.9,98.44,39.18,94.77,0
75.03,88.96,73.6,66.94,97.27,66.91,0
55.83,98.71,93.11,56.23,85.32,89.77,0
67.22,73.88,100.0,74.35,0.0,13.06,1
61.76,74.99,70.38,65.21,27.28,100.0,0
4.02,13.78,13.78,15.55,4.91,15.19,1
95.84,84.74,76.16,89.12,94.75,100.0,0
44.41,98.02,100.0,80.35,27.58,84.64,0
67.4,83.48,72.91,68.96,87.42,66.94,0
82.86,100.0,76.4,78.37,88.26,77.68,0
79.64,66.67,66.53,72.07,32.49,83.84,0
89.0,72.99,99.99,100.0,100.0,93.0,0
71.95,74.15,89.13,72.38,58.05,83.41,0
79.01,90.39,94.5,94.82,81.54,100.0,0
94.01,70.85,62.09,85.04,61.91,100.0,0
67.51,63.14,89.93,80.88,26.45,18.08,1
98.09,98.77,95.52,99.24,91.97,89.99,0
82.49,98.45,68.61,62.06,97.25,67.49,0
100.0,85.22,77.5,86.44,75.98,100.0,0
74.95,85.52,97.47,73.32,77.88,81.7,0
96.78,84.81,72.92,98.57,49.11,85.55,0
5.61,10.04,5.82,18.31,18.95,12.98,1
83.94,100.0,77.1,75.98,9.91,20.95,1
91.04,90.2,68.53,71.62,66.72,100.0,0
85.45,75.65,63.95,70.02,45.82,72.4,0
98.21,100.0,71.27,100.0,13.43,31.52,1
89.65,100.0,100.0,78.57,100.0,66.04,0
93.27,100.0,100.0,97.6,32.47,93.81,0
63.35,74.45,75.11,61.75,82.61,87.19,0
69.78,96.83,72.8,63.46,75.36,96.5,0
53.68,85.53,94.81,84.33,51.52,78.91,0
63.98,93.26,62.26,67.01,63.78,100.0,0
64.82,98.18,71.45,78.77,23.83,42.73,1
63.0,100.0,86.45,64.93,81.07,86.69,0
75.34,100.0,94.06,90.27,22.85,89.71,0
100.0,68.83,57.48,80.47,79.64,94.28,0
88.14,81.99,86.76,88.25,63.01,16.83,1
65.61,64.71,75.55,54.38,94.78,96.98,0
12.6,16.4,15.38,6.71,10.83,9.57,1
94.77,83.22,83.33,88.06,43.4,100.0,0
74.66,92.44,76.01,73.01,94.47,78.68,0
65.01,68.4,100.0,77.28,93.48,89.87,0
78.52,74.96,62.3,85.58,64.58,90.22,0
64.32,90.04,70.15,64.89,100.0,98.32,0
86.22,72.53,72.66,95.36,84.81,97.93,0
88.18,80.3,72.25,80.7,89.3,80.88,0
86.09,94.1,61.65,98.58,89.23,82.47,0
62.24,76.56,69.51,71.38,9.82,84.44,0
61.88,100.0,89.77,69.03,23.51,9.06,1
79.54,90.02,69.91,80.87,14.16,61.58,0
66.02,80.95,91.36,84.41,25.24,100.0,0
66.39,88.65,67.55,70.12,27.81,0.0,1
85.66,85.25,75.92,80.84,55.87,94.84,0
99.28,80.1,68.94,72.62,34.0,97.38,0
82.68,81.13,95.36,97.6,94.04,92.15,0
82.95,75.26,93.93,76.86,73.88,71.12,0
73.71,93.14,83.69,68.68,67.3,71.45,0
60.44,75.9,61.56,71.82,68.24,5.86,1
79.17,85.4,85.65,86.46,91.33,100.0,0
68.75,75.49,81.82,55.12,100.0,68.26,0
100.0,100.0,72.54,89.23,84.12,76.22,0
74.42,96.22,70.48,69.0,61.98,72.68,0
76.69,78.58,100.0,67.88,69.68,97.54,0
64.28,88.45,92.75,85.38,72.81,90.37,0
100.0,98.38,79.37,96.96,41.17,95.35,0
76.73,75.6,87.87,85.88,89.0,93.03,0
80.8,64.06,81.16,73.63,23.41,77.49,0
95.94,98.78,77.46,91.74,56.25,12.42,1
92.5,91.04,95.9,93.64,58.04,80.04,0
84.89,91.72,75.44,86.1,60.54,95.25,0
63.49,96.15,70.48,76.54,28.22,34.96,1
81.91,89.42,62.68,83.69,92.15,82.84,0
72.15,100.0,82.95,87.07,69.24,87.82,0
97.26,91.36,61.31,100.0,51.57,89.09,0
64.64,77.35,100.0,59.8,99.76,95.69,0
86.81,94.8,90.41,57.21,92.05,91.27,0
67.02,100.0,78.15,69.43,92.89,80.19,0
83.71,100.0,61.77,77.86,89.07,88.84,0
14.55,6.83,13.97,6.3,16.99,2.2,1
78.36,69.66,66.5,65.58,63.39,75.44,0
71.78,64.48,81.45,67.21,72.17,28.38,1
84.96,70.65,83.51,84.08,63.98,71.32,0
69.48,75.71,73.2,57.11,90.34,77.54,0
79.58,72.9,84.61,68.26,0.0,77.07,0
94.86,75.7,81.66,94.31,65.14,86.55,0
87.27,80.47,72.43,84.47,72.37,91.12,0
83.95,100.0,83.57,80.29,90.37,77.51,0
69.98,81.63,72.35,75.81,57.19,30.4,1
87.44,99.82,66.28,85.32,85.63,71.12,0
100.0,76.55,91.69,100.0,69.22,18.21,1
100.0,71.62,67.74,84.57,23.17,28.52,1
83.1,69.61,68.53,74.1,54.84,84.8,0
73.56,98.02,92.35,66.98,77.02,70.13,0
74.75,85.1,76.74,62.05,1.79,12.91,1
93.06,71.09,77.34,88.27,46.74,95.75,0
70.74,72.79,94.46,59.94,82.92,98.84,0
90.62,89.89,100.0,80.72,84.91,92.07,0
71.99,76.27,73.5,84.11,12.34,21.84,1
82.56,80.75,87.65,75.02,92.35,68.17,0
77.56,76.21,83.29,79.72,54.64,96.22,0
93.88,74.34,96.31,82.63,73.49,92.28,0
93.98,86.53,91.07,62.94,96.29,97.5,0
79.15,75.39,89.42,73.84,91.9,82.22,0
95.96,100.0,95.3,96.08,97.83,94.61,0
71.56,73.13,95.75,77.87,98.99,71.5,0
16.29,7.37,2.86,17.76,9.97,16.77,1
100.0,83.94,96.19,67.97,51.5,88.34,0
68.58,77.34,63.99,65.3,84.88,10.05,1
73.37,98.89,96.13,67.37,81.58,8.84,1
75.24,77.11,87.9,84.78,77.71,86.52,0
63.2,88.23,68.03,72.7,88.39,77.85,0
82.95,81.68,83.06,70.18,32.99,74.31,0
59.45,75.94,81.64,76.46,69.71,83.13,0
87.35,78.89,93.86,87.89,69.91,90.8,0
87.29,95.73,70.05,96.19,67.78,91.19,0
65.96,56.69,89.27,96.48,78.56,87.55,0
84.07,80.82,76.2,82.94,80.19,100.0,0
84.86,100.0,86.75,79.21,84.65,100.0,0
96.46,96.45,85.5,90.83,80.09,82.13,0
72.23,67.47,78.41,69.06,92.83,87.28,0
93.14,94.63,99.48,96.11,96.06,97.28,0
90.43,59.54,67.34,79.41,73.94,80.38,0
100.0,85.51,98.98,100.0,91.28,96.42,0
92.78,92.6,71.28,75.39,96.59,100.0,0
85.68,82.3,68.02,72.59,100.0,83.71,0
66.61,90.62,93.98,60.53,10.67,17.38,1
79.75,83.52,83.24,64.65,37.28,0.0,1
76.49,96.71,100.0,75.49,61.8,92.87,0
77.01,71.89,73.1,69.5,82.38,100.0,0
59.76,69.55,76.34,69.01,57.38,90.38,0
68.91,82.58,93.59,69.11,40.78,80.85,0
98.67,76.3,73.67,80.13,17.26,25.36,1
100.0,87.74,95.29,97.18,42.48,82.37,0
99.38,100.0,92.73,89.92,33.28,100.0,0
88.15,84.58,78.67,83.26,6.73,75.2,0
66.15,77.39,90.52,77.33,93.31,77.24,0
75.74,80.71,58.27,77.88,99.14,23.3,1
89.6,80.22,92.18,68.87,77.21,100.0,0
53.84,67.65,81.69,59.33,100.0,88.74,0
86.15,100.0,86.37,79.88,8.63,0.0,1
82.48,67.42,82.38,81.17,75.46,83.08,0
82.28,82.03,85.74,71.54,62.13,58.63,0
80.48,92.0,96.1,84.44,51.67,83.84,0
87.92,98.36,93.69,56.78,72.47,78.93,0
16.35,16.78,17.17,18.13,7.98,11.85,1
96.9,95.78,84.36,87.96,83.67,67.41,0
100.0,89.58,73.31,65.52,53.0,100.0,0
77.48,82.75,88.14,76.57,71.24,89.58,0
89.77,73.38,97.22,80.78,74.84,96.44,0
94.84,80.25,68.34,79.28,0.0,14.93,1
100.0,75.09,76.43,97.24,74.46,100.0,0
75.3,96.24,83.04,79.98,88.99,84.87,0
94.61,75.72,85.29,71.86,24.76,0.0,1
69.24,78.18,83.75,75.58,76.09,68.37,0
76.54,93.78,94.95,71.43,36.44,83.22,0
76.99,94.41,100.0,95.82,100.0,91.9,0
100.0,100.0,76.27,83.86,31.82,22.89,1
60.29,100.0,86.65,63.34,98.79,96.83,0
83.44,89.46,82.74,77.81,90.62,67.98,0
92.84,100.0,91.41,87.94,35.05,96.25,0
86.87,82.3,90.03,87.47,36.12,84.91,0
71.32,90.38,80.54,68.42,83.86,79.93,0
59.59,95.73,79.71,88.92,94.0,73.97,0
78.44,78.8,91.95,84.61,26.58,5.41,1
91.25,89.03,82.37,94.34,66.97,100.0,0
65.99,84.71,74.22,68.69,85.73,25.12,1
86.35,100.0,79.91,87.71,75.72,79.06,0
95.73,81.64,84.19,89.97,48.66,98.05,0
85.57,79.37,77.74,62.79,100.0,71.41,0
84.66,62.69,60.66,83.43,58.07,96.32,0
79.85,72.81,86.79,77.93,79.28,15.74,1
79.6,100.0,58.96,84.29,16.16,85.83,0
76.95,100.0,69.07,85.24,27.78,90.19,0
60.27,94.08,59.9,65.68,30.94,96.01,0
95.56,98.02,96.04,96.35,95.82,89.84,0
92.32,94.33,67.12,74.51,95.64,77.76,0
68.54,82.79,100.0,66.97,81.27,85.84,0
74.01,61.44,97.69,73.82,57.75,88.59,0
71.0,100.0,75.62,89.5,21.79,90.35,0
87.65,88.85,92.17,97.88,99.21,100.0,0
84.7,87.14,83.09,73.16,70.69,84.22,0
68.45,90.62,100.0,78.67,33.98,9.92,1
81.78,73.04,67.6,72.44,10.2,83.08,0
77.85,74.07,58.63,79.59,52.28,95.54,0
69.7,58.6,53.7,76.12,100.0,93.99,0
70.89,88.32,68.79,65.91,31.07,28.95,1
75.32,78.87,71.53,75.92,100.0,100.0,0
92.7,75.69,74.38,85.63,82.15,36.42,1
73.14,100.0,78.58,71.66,11.76,72.06,0
76.61,91.66,81.05,88.09,30.72,32.89,1
71.0,93.17,87.5,69.98,75.3,89.27,0
100.0,85.63,88.36,68.45,100.0,88.44,0
93.26,92.77,70.35,81.36,58.74,91.26,0
79.4,100.0,60.71,57.43,19.14,35.44,1
72.59,86.25,81.43,63.76,75.94,88.64,0
100.0,91.44,78.15,65.33,64.57,12.84,1
62.82,70.52,72.56,66.24,34.13,85.63,0
90.26,82.99,80.27,81.37,60.11,97.01,0
91.23,100.0,91.42,82.73,91.26,94.86,0
74.44,75.52,64.53,70.56,76.21,77.37,0
66.51,84.15,76.61,69.48,10.47,2.01,1
64.29,87.15,93.79,80.52,50.9,97.61,0
66.01,100.0,94.52,78.21,4.37,26.73,1
100.0,84.76,65.51,94.5,97.35,90.1,0
69.52,71.07,80.79,88.65,75.3,93.42,0
11.88,11.77,17.14,13.54,16.7,7.39,1
95.68,88.97,76.49,81.65,92.52,75.71,0
75.32,76.86,82.74,86.23,91.81,68.64,0
77.59,90.52,72.56,93.0,79.88,98.05,0
10.16,16.24,13.93,14.82,0.0,2.6,1
63.34,84.4,65.07,70.16,93.41,82.83,0
78.98,58.81,88.49,94.9,97.51,99.43,0
100.0,75.49,85.52,86.02,90.61,88.99,0
71.23,72.54,76.8,75.74,97.04,74.44,0
89.93,89.66,93.42,84.9,59.94,88.26,0
84.73,86.85,80.23,86.22,56.26,100.0,0
79.32,69.01,73.78,81.42,77.31,88.43,0
89.72,67.07,75.61,69.98,100.0,93.98,0
100.0,68.92,61.36,83.71,80.4,20.64,1
54.85,80.79,75.69,95.61,86.0,69.48,0
86.8,78.76,79.39,82.57,77.16,84.74,0
92.86,100.0,100.0,88.27,71.14,71.12,0
95.14,97.93,95.79,92.55,96.38,98.52,0
95.77,65.4,81.58,73.73,90.31,74.2,0
89.31,94.53,100.0,73.07,79.45,83.0,0
85.75,91.58,97.17,86.81,64.21,66.95,0
78.81,88.36,91.44,77.79,79.97,98.47,0
82.14,62.45,100.0,82.52,91.63,77.54,0
66.75,82.6,93.7,75.99,11.81,13.44,1
74.73,82.07,82.82,64.6,58.77,99.0,0
76.51,90.36,62.5,87.06,45.21,85.11,0
68.74,78.31,75.29,78.53,19.24,2.18,1
73.58,88.04,67.88,75.37,37.66,28.85,1
83.9,92.79,61.84,66.66,44.68,56.29,0
70.73,98.05,87.8,61.28,29.19,81.97,0
95.11,87.12,86.67,95.61,93.66,100.0,0
77.66,78.09,100.0,69.86,91.48,89.8,0
92.01,93.72,73.27,85.1,60.35,86.57,0
70.28,74.75,66.02,65.15,100.0,89.69,0
70.98,78.78,75.3,84.87,100.0,1.83,1
100.0,82.63,61.11,82.86,39.33,95.18,0
93.47,79.1,94.66,88.76,72.56,71.71,0
92.3,77.15,100.0,86.37,46.12,91.48,0
71.88,71.15,100.0,86.46,100.0,98.48,0
64.5,91.79,74.77,66.16,7.15,100.0,0
100.0,81.01,90.16,88.29,58.8,86.19,0
72.9,71.47,71.06,88.72,10.83,77.11,0
81.72,98.49,64.13,66.65,100.0,77.37,0
78.07,91.08,72.34,61.45,41.31,100.0,0
98.18,95.84,100.0,83.98,41.55,79.89,0
62.01,70.64,70.43,63.5,100.0,98.41,0
51.19,100.0,79.67,78.81,34.89,17.3,1
100.0,100.0,87.0,97.22,81.41,96.41,0
100.0,66.7,100.0,83.49,99.69,87.3,0
86.23,61.23,76.21,90.18,57.4,50.09,1
56.17,98.56,78.45,71.1,44.47,100.0,0
73.79,69.08,96.5,99.15,98.01,72.92,0
55.12,62.46,86.47,74.04,83.65,86.35,0
67.22,78.29,94.18,66.71,73.77,90.78,0
64.91,77.63,84.23,77.95,81.35,100.0,0
53.75,88.99,99.66,74.39,72.96,78.67,0
91.62,82.56,78.13,100.0,100.0,83.34,0
99.84,89.41,68.37,88.22,61.96,28.74,1
81.08,77.28,67.59,97.08,94.81,86.14,0
85.9,100.0,83.05,94.24,90.34,90.08,0
77.38,93.17,95.59,62.19,57.43,97.9,0
93.3,76.4,86.86,88.74,59.75,87.38,0
95.27,77.73,99.59,97.32,79.19,100.0,0
96.19,84.28,75.39,100.0,93.43,75.4,0
68.44,87.71,91.77,67.22,96.97,7.64,1
56.06,79.95,82.4,68.63,81.73,100.0,0
71.01,73.37,86.47,80.8,54.56,91.19,0
80.17,68.77,78.47,70.74,5.05,5.99,1
55.46,69.57,66.7,62.76,48.94,87.68,0
73.41,85.59,73.96,57.43,77.11,94.75,0
86.67,75.31,69.23,100.0,12.12,86.15,0
54.92,78.41,79.47,79.13,73.49,11.0,1
100.0,65.73,67.24,88.7,64.77,100.0,0
83.5,75.49,88.9,96.52,87.41,78.42,0
63.87,78.11,80.71,64.36,59.99,96.44,0
7.81,8.99,13.67,14.55,19.04,11.89,1
99.9,100.0,59.68,100.0,83.95,91.84,0
69.37,100.0,62.95,63.96,78.4,77.53,0
57.96,92.88,80.08,64.09,76.15,93.87,0
70.49,52.78,79.7,64.12,81.06,75.62,0
87.96,91.63,50.73,79.2,84.54,93.75,0
89.03,83.43,84.31,63.97,88.97,90.65,0
74.58,76.8,92.4,72.41,75.98,100.0,0
68.04,84.1,100.0,82.84,23.88,88.76,0
97.32,86.38,60.07,100.0,35.8,78.16,0
78.44,82.97,91.42,84.26,57.84,88.47,0
72.16,86.0,75.35,69.86,88.31,100.0,0
6.5,5.03,13.78,13.9,14.17,16.15,1
94.54,82.07,78.2,87.17,75.4,95.33,0
92.93,63.86,100.0,100.0,97.39,62.83,0
100.0,72.34,88.87,99.16,79.64,72.92,0
95.75,99.93,80.67,84.9,83.79,76.39,0
84.08,67.86,85.83,83.45,82.06,100.0,0
66.55,100.0,82.45,73.99,94.51,81.91,0
54.96,90.43,68.77,63.75,80.03,28.17,1
100.0,87.98,78.67,79.38,89.47,79.03,0
75.37,94.53,100.0,72.37,79.21,94.69,0
65.83,77.4,74.44,73.08,100.0,85.67,0
75.41,78.64,79.98,81.83,84.08,95.72,0
74.53,77.72,72.58,58.38,36.91,68.39,0
63.11,77.95,64.97,63.22,100.0,100.0,0
99.25,61.3,77.55,93.31,52.02,82.28,0
100.0,81.0,100.0,100.0,83.28,100.0,0
85.42,100.0,100.0,84.62,42.47,84.21,0
98.53,84.3,86.27,82.68,23.3,82.36,0
4.3,4.55,5.99,10.52,16.3,5.48,1
72.09,94.37,67.73,70.76,77.61,85.65,0
100.0,60.75,93.78,83.46,81.34,86.51,0
80.77,68.35,77.67,90.68,63.68,93.65,0
99.21,94.06,96.59,92.73,91.87,93.66,0
67.76,79.02,87.21,65.32,20.23,36.48,1
88.81,100.0,91.12,81.96,58.44,95.79,0
52.33,61.96,73.95,54.84,45.87,85.95,0
70.54,94.83,65.91,93.29,59.56,91.55,0
85.35,85.1,86.76,91.23,18.39,21.41,1
76.73,79.68,82.16,67.4,84.48,95.32,0
93.86,100.0,72.96,88.41,40.81,17.93,1
53.15,92.76,95.61,63.94,47.28,92.79,0
71.64,68.85,68.11,63.59,94.5,0.0,1
63.14,77.13,100.0,78.33,2.81,94.22,0
64.07,100.0,100.0,60.24,60.95,81.49,0
86.23,97.32,62.28,93.08,88.54,80.31,0
72.35,80.35,64.82,63.63,35.94,78.68,0
75.29,64.79,93.13,77.58,91.88,94.39,0
100.0,89.46,97.3,89.08,95.86,98.98,0
70.75,93.49,89.61,77.93,40.96,99.46,0
94.61,78.92,75.04,85.63,100.0,86.36,0
79.65,71.99,65.93,93.94,100.0,61.28,0
100.0,100.0,88.01,96.92,32.93,50.08,1
78.38,94.03,92.48,90.22,84.25,73.44,0
62.22,72.28,89.2,79.03,88.8,100.0,0
79.85,85.93,80.53,88.54,76.05,79.46,0
91.36,94.66,64.36,93.05,81.01,100.0,0
96.29,86.83,93.57,94.11,90.45,76.9,0
58.36,67.32,80.61,88.87,67.38,82.82,0
71.61,81.3,82.32,89.77,64.86,70.97,0
73.72,100.0,88.66,80.54,53.61,86.09,0
93.84,98.05,91.18,98.18,97.97,93.82,0
84.37,85.02,75.99,87.45,93.77,77.33,0
16.82,11.42,10.81,4.87,0.85,14.45,1
81.91,80.33,61.99,73.15,68.7,100.0,0
64.83,60.2,76.89,79.73,77.85,82.17,0
69.96,74.43,82.55,69.67,90.16,85.15,0
75.61,96.24,96.36,92.04,100.0,96.3,0
72.78,66.83,90.22,77.67,100.0,100.0,0
74.3,63.41,100.0,58.54,93.05,76.94,0
68.11,89.93,70.44,61.45,34.19,94.0,0
79.27,84.56,69.22,100.0,55.5,95.78,0
100.0,87.51,100.0,100.0,85.8,29.38,1
70.3,94.39,90.77,82.87,65.97,96.33,0
71.83,83.95,68.91,70.0,96.82,87.95,0
91.82,82.3,80.83,79.09,20.83,100.0,0
87.3,82.78,99.29,61.48,57.73,96.32,0
75.19,90.14,77.11,72.75,74.42,94.62,0
57.83,80.8,75.57,75.83,97.71,100.0,0
72.72,85.75,66.39,78.04,4.34,29.88,1
100.0,90.2,100.0,94.2,70.98,94.21,0
47.99,81.54,90.43,52.6,5.93,79.35,0
100.0,77.9,100.0,100.0,100.0,89.88,0
100.0,79.41,59.21,100.0,86.1,93.05,0
48.39,100.0,75.45,66.3,46.09,13.1,1
96.08,94.99,82.47,75.02,38.7,83.59,0
60.81,72.81,77.49,81.29,79.55,31.5,1
95.21,88.49,76.12,100.0,91.18,95.07,0
83.64,85.93,75.3,94.73,72.93,77.1,0
76.52,81.6,54.49,87.82,62.1,99.19,0
79.08,88.1,58.01,83.31,17.07,97.75,0
87.19,68.42,86.78,87.65,34.58,1.5,1
79.78,74.4,96.0,91.62,49.09,75.11,0
74.55,84.21,100.0,75.32,66.72,79.62,0
87.41,60.64,75.96,93.98,83.69,83.19,0
78.11,81.07,84.26,100.0,36.39,5.69,1
97.32,84.64,78.68,66.91,25.82,19.87,1
100.0,100.0,81.71,75.5,41.51,89.42,0
67.71,100.0,72.82,79.11,15.51,5.13,1
94.12,100.0,82.42,87.45,79.42,88.79,0
84.12,90.66,71.99,82.08,90.62,91.82,0
95.71,94.69,87.99,75.98,90.2,62.13,0
77.13,76.84,79.85,89.67,100.0,71.08,0
71.1,96.9,100.0,64.75,93.6,87.91,0
72.69,89.19,72.25,79.36,52.55,97.15,0
83.47,100.0,66.44,75.77,80.48,75.68,0
100.0,77.52,94.27,94.65,91.98,83.05,0
87.08,77.67,100.0,81.02,29.96,83.1,0
75.84,89.83,83.55,77.6,100.0,83.31,0
73.11,99.26,96.14,90.88,39.32,25.87,1
91.48,75.6,86.74,90.95,29.35,37.01,1
61.6,92.83,58.49,72.58,85.14,93.45,0
79.89,95.4,90.45,87.24,93.5,86.41,0
71.35,82.03,100.0,84.91,82.51,84.91,0
80.21,85.28,82.79,84.94,51.89,0.0,1
7.01,15.15,5.04,15.15,8.6,7.78,1
67.49,87.63,86.46,63.92,33.11,83.42,0
100.0,90.02,94.19,87.76,88.56,79.1,0
100.0,87.36,87.02,80.95,82.31,96.83,0
87.91,99.76,96.86,90.21,82.05,94.73,0
100.0,97.14,60.14,100.0,89.0,70.29,0
85.49,86.87,87.3,84.28,70.85,92.52,0
77.94,76.51,88.65,87.14,46.21,96.73,0
74.06,83.59,81.23,84.03,21.88,0.0,1
100.0,100.0,65.04,78.2,81.6,85.78,0
92.91,93.01,100.0,96.24,99.88,97.72,0
63.53,71.58,76.69,72.83,11.36,100.0,0
83.14,96.27,80.05,90.97,81.37,88.67,0
80.76,89.59,65.87,73.88,66.49,100.0,0
82.01,68.52,63.7,82.79,48.23,75.83,0
51.09,80.01,67.54,62.52,69.52,100.0,0
90.3,79.0,81.08,78.69,79.86,89.05,0
87.39,90.84,79.19,84.03,84.64,72.73,0
100.0,82.9,77.93,100.0,57.49,81.4,0
100.0,80.05,74.07,76.02,20.43,100.0,0
95.67,76.61,90.85,89.81,82.35,74.49,0
77.1,78.16,95.06,100.0,100.0,90.57,0
76.79,87.93,92.12,78.16,82.46,68.54,0
100.0,56.85,69.57,99.57,59.81,100.0,0
71.65,88.58,84.76,66.78,91.32,92.92,0
85.91,62.97,88.67,90.37,96.28,87.1,0
65.45,92.76,75.32,74.23,0.0,52.06,1
90.34,93.33,78.6,78.64,83.18,82.7,0
68.43,74.09,98.64,63.76,74.42,100.0,0
58.35,93.43,97.23,59.1,14.54,14.02,1
49.03,61.18,85.6,82.35,9.08,80.05,0
88.93,81.41,69.75,88.57,92.61,95.59,0
55.53,96.71,86.3,69.66,71.29,100.0,0
65.29,86.3,83.92,77.2,7.17,36.08,1
56.23,84.41,100.0,67.15,20.07,17.12,1
75.09,59.74,100.0,82.16,42.07,30.54,1
88.09,98.95,85.34,90.48,84.83,78.64,0
61.18,89.9,82.97,80.29,36.0,4.67,1
78.41,69.69,85.9,87.62,81.77,88.66,0
77.18,85.78,79.2,82.83,64.02,85.81,0
100.0,100.0,83.0,100.0,60.68,100.0,0
58.29,81.26,80.21,78.69,86.79,100.0,0
92.97,74.06,71.62,78.03,90.08,76.9,0
75.49,78.23,65.19,75.12,45.14,92.69,0
7.51,12.58,5.6,9.4,3.44,4.15,1
69.36,82.9,73.09,65.6,27.03,3.49,1
94.44,70.86,95.65,91.66,67.74,71.61,0
65.07,100.0,85.27,65.44,100.0,22.51,1
75.6,85.06,93.3,61.29,91.87,96.86,0
89.32,93.15,78.42,94.91,31.94,77.62,0
83.62,99.69,73.35,76.31,66.36,82.06,0
62.87,82.47,63.83,63.97,87.11,27.83,1
97.87,69.81,67.8,77.8,100.0,78.38,0
54.53,62.88,50.46,67.93,94.14,85.65,0
87.59,92.98,89.1,100.0,81.07,88.38,0
54.39,76.94,79.62,68.52,68.43,90.02,0
95.49,63.55,74.41,90.45,27.77,78.19,0
86.83,92.32,73.01,88.71,100.0,96.89,0
71.72,90.38,61.51,82.87,78.02,98.36,0
70.49,86.48,73.0,78.68,90.25,85.42,0
83.78,88.46,84.46,90.31,39.84,1.61,1
71.48,75.63,79.24,73.32,90.38,87.72,0
82.65,71.5,80.49,75.41,82.92,83.2,0
85.47,96.45,70.72,95.72,17.58,87.98,0
66.24,81.77,74.41,82.03,79.07,75.24,0
80.5,93.0,58.61,75.1,73.5,18.93,1
12.09,11.08,4.73,11.67,5.57,3.84,1
68.55,100.0,61.19,81.83,52.88,11.91,1
98.62,73.0,73.04,100.0,79.09,36.57,1
61.05,76.98,75.01,68.81,72.83,77.1,0
62.04,83.8,100.0,66.76,69.03,73.05,0
73.69,81.19,92.29,87.49,75.55,90.61,0
83.43,94.06,80.34,90.81,6.74,34.9,1
92.61,98.85,99.74,82.4,86.23,85.65,0
100.0,81.95,91.71,100.0,84.07,94.7,0
81.23,76.67,100.0,84.36,97.42,100.0,0
58.24,60.59,64.33,55.69,86.16,86.52,0
78.29,67.39,78.96,83.04,39.11,91.51,0
91.5,80.2,87.38,68.7,100.0,87.49,0
76.98,66.84,93.6,83.24,89.11,82.07,0
88.07,80.55,85.46,94.92,100.0,84.08,0
100.0,100.0,73.56,97.34,66.24,76.41,0
100.0,77.96,66.69,94.06,53.07,0.0,1
73.11,77.6,93.99,77.1,38.9,57.6,0
90.2,100.0,66.11,88.94,16.17,39.25,1
